datetime,portfolio_value
2025-03-21 14:00:00-04:00,20726.908214146722
2025-03-21 14:05:00-04:00,20714.482437983002
2025-03-21 14:10:00-04:00,20714.114024712668
2025-03-21 14:15:00-04:00,20721.84173844697
2025-03-21 14:20:00-04:00,20701.753116030955
2025-03-21 14:25:00-04:00,20688.225891504564
2025-03-21 14:30:00-04:00,20700.807997240223
2025-03-21 14:35:00-04:00,20716.98510275098
2025-03-21 14:40:00-04:00,20720.82057326646
2025-03-21 14:45:00-04:00,20710.380329930253
2025-03-21 14:50:00-04:00,20703.198519421738
2025-03-21 14:55:00-04:00,20700.988548166326
2025-03-21 15:00:00-04:00,20686.677155021946
2025-03-21 15:05:00-04:00,20683.16756207044
2025-03-21 15:10:00-04:00,20687.96695881476
2025-03-21 15:15:00-04:00,20690.33411209096
2025-03-21 15:20:00-04:00,20695.176125287726
2025-03-21 15:25:00-04:00,20684.810051567703
2025-03-21 15:30:00-04:00,20686.863420116755
2025-03-21 15:35:00-04:00,20697.638288981805
2025-03-21 15:40:00-04:00,20695.72108957194
2025-03-21 15:45:00-04:00,20695.34900053777
2025-03-21 15:50:00-04:00,20720.64622745128
2025-03-21 15:55:00-04:00,21748.029637036158
2025-03-24 09:30:00-04:00,21933.43410296383
